id,key,value,type
157546610,ele,68,regular
157546610,gnis:Class,Populated Place,regular
157546610,gnis:County,Cumberland,regular
157546610,gnis:County_num,51,regular
157546610,gnis:ST_alpha,NC,regular
157546610,gnis:ST_num,37,regular
157546610,gnis:id,1004891,regular
157546610,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546610,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157546610,name,Kingsford,regular
157546610,place,hamlet,regular
157547599,ele,41,regular
157547599,gnis:Class,Populated Place,regular
157547599,gnis:County,Cumberland,regular
157547599,gnis:County_num,51,regular
157547599,gnis:ST_alpha,NC,regular
157547599,gnis:ST_num,37,regular
157547599,gnis:id,1004897,regular
157547599,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157547599,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157547599,name,Highland Village,regular
157547599,place,hamlet,regular
157548482,ele,63,regular
157548482,gnis:Class,Populated Place,regular
157548482,gnis:County,Cumberland,regular
157548482,gnis:County_num,51,regular
157548482,gnis:ST_alpha,NC,regular
157548482,gnis:ST_num,37,regular
157548482,gnis:id,1004924,regular
157548482,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157548482,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157548482,name,Crossgates,regular
157548482,place,hamlet,regular
157557588,ele,29,regular
157557588,gnis:Class,Populated Place,regular
157557588,gnis:County,Cumberland,regular
157557588,gnis:County_num,51,regular
157557588,gnis:ST_alpha,NC,regular
157557588,gnis:ST_num,37,regular
157557588,gnis:id,1004959,regular
157557588,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157557588,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157557588,name,Fairview Park,regular
157557588,place,hamlet,regular
157559102,ele,23,regular
157559102,gnis:Class,Populated Place,regular
157559102,gnis:County,Cumberland,regular
157559102,gnis:County_num,51,regular
157559102,gnis:ST_alpha,NC,regular
157559102,gnis:ST_num,37,regular
157559102,gnis:id,1020078,regular
157559102,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157559102,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157559102,name,East Fayetteville,regular
157559102,place,hamlet,regular
157560556,ele,59,regular
157560556,gnis:Class,Populated Place,regular
157560556,gnis:County,Cumberland,regular
157560556,gnis:County_num,51,regular
157560556,gnis:ST_alpha,NC,regular
157560556,gnis:ST_num,37,regular
157560556,gnis:id,1004952,regular
157560556,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157560556,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157560556,name,Southview Townhouses,regular
157560556,place,hamlet,regular
157562069,census:population,168033;2006,regular
157562069,ele,29,regular
157562069,gnis:Class,Populated Place,regular
157562069,gnis:County,Cumberland,regular
157562069,gnis:County_num,51,regular
157562069,gnis:ST_alpha,NC,regular
157562069,gnis:ST_num,37,regular
157562069,gnis:id,1020226,regular
157562069,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157562069,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157562069,is_in:continent,North America,regular
157562069,is_in:country,USA,regular
157562069,name,Fayetteville,regular
157562069,name:en,Fayetteville,regular
157580436,ele,69,regular
157580436,gnis:Class,Populated Place,regular
157580436,gnis:County,Cumberland,regular
157580436,gnis:County_num,51,regular
157580436,gnis:ST_alpha,NC,regular
157580436,gnis:ST_num,37,regular
157580436,gnis:id,1004913,regular
157580436,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157580436,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157580436,name,Cambridge,regular
157580436,place,hamlet,regular
157581128,ele,67,regular
157581128,gnis:Class,Populated Place,regular
157581128,gnis:County,Hoke,regular
157581128,gnis:County_num,93,regular
157581128,gnis:ST_alpha,NC,regular
157581128,gnis:ST_num,37,regular
157581128,gnis:id,993535,regular
157581128,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157581128,is_in,"Hoke,North Carolina,N.C.,NC,USA",regular
157581128,name,Rockfish,regular
157581128,place,hamlet,regular
157607603,ele,63,regular
157607603,gnis:Class,Populated Place,regular
157607603,gnis:County,Cumberland,regular
157607603,gnis:County_num,51,regular
157607603,gnis:ST_alpha,NC,regular
157607603,gnis:ST_num,37,regular
157607603,gnis:id,1004880,regular
157607603,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157607603,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157607603,name,Glendale Acres,regular
157607603,place,hamlet,regular
157610394,ele,60,regular
157610394,gnis:Class,Populated Place,regular
157610394,gnis:County,Cumberland,regular
157610394,gnis:County_num,51,regular
157610394,gnis:ST_alpha,NC,regular
157610394,gnis:ST_num,37,regular
157610394,gnis:id,1004856,regular
157610394,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157610394,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157610394,name,Woods Edge,regular
157610394,place,hamlet,regular
157615138,ele,58,regular
157615138,gnis:Class,Populated Place,regular
157615138,gnis:County,Cumberland,regular
157615138,gnis:County_num,51,regular
157615138,gnis:ST_alpha,NC,regular
157615138,gnis:ST_num,37,regular
157615138,gnis:id,1004853,regular
157615138,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157615138,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157615138,name,Ducks Landing,regular
157615138,place,hamlet,regular
157616473,ele,53,regular
157616473,gnis:Class,Populated Place,regular
157616473,gnis:County,Cumberland,regular
157616473,gnis:County_num,51,regular
157616473,gnis:ST_alpha,NC,regular
157616473,gnis:ST_num,37,regular
157616473,gnis:id,1004946,regular
157616473,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157616473,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157616473,name,Fairway Forest,regular
157616473,place,hamlet,regular
157617472,ele,67,regular
157617472,gnis:Class,Populated Place,regular
157617472,gnis:County,Cumberland,regular
157617472,gnis:County_num,51,regular
157617472,gnis:ST_alpha,NC,regular
157617472,gnis:ST_num,37,regular
157617472,gnis:id,1004923,regular
157617472,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157617472,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157617472,name,Westchester,regular
157617472,place,hamlet,regular
157618166,ele,55,regular
157618166,gnis:Class,Populated Place,regular
157618166,gnis:County,Cumberland,regular
157618166,gnis:County_num,51,regular
157618166,gnis:ST_alpha,NC,regular
157618166,gnis:ST_num,37,regular
157618166,gnis:id,1004921,regular
157618166,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157618166,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157618166,name,Borden Heights,regular
157618166,place,hamlet,regular
157623758,ele,65,regular
157623758,gnis:Class,Populated Place,regular
157623758,gnis:County,Cumberland,regular
157623758,gnis:County_num,51,regular
157623758,gnis:ST_alpha,NC,regular
157623758,gnis:ST_num,37,regular
157623758,gnis:id,1004844,regular
157623758,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157623758,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157623758,name,Brentwood,regular
157623758,place,hamlet,regular
157629019,ele,44,regular
157629019,gnis:Class,Populated Place,regular
157629019,gnis:County,Cumberland,regular
157629019,gnis:County_num,51,regular
157629019,gnis:ST_alpha,NC,regular
157629019,gnis:ST_num,37,regular
157629019,gnis:id,1004948,regular
157629019,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157629019,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157629019,name,Clifton Forge,regular
157629019,place,hamlet,regular
157642875,ele,67,regular
157642875,gnis:Class,Populated Place,regular
157642875,gnis:County,Cumberland,regular
157642875,gnis:County_num,51,regular
157642875,gnis:ST_alpha,NC,regular
157642875,gnis:ST_num,37,regular
157642875,gnis:id,1022650,regular
157642875,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157642875,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
157642875,name,Skibo,regular
157642875,place,hamlet,regular
158227148,ele,68,regular
158227148,gnis:Class,Populated Place,regular
158227148,gnis:County,Cumberland,regular
158227148,gnis:County_num,51,regular
158227148,gnis:ST_alpha,NC,regular
158227148,gnis:ST_num,37,regular
158227148,gnis:id,1004889,regular
158227148,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158227148,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158227148,name,Kirkwood,regular
158227148,place,hamlet,regular
158228934,ele,62,regular
158228934,gnis:Class,Populated Place,regular
158228934,gnis:County,Cumberland,regular
158228934,gnis:County_num,51,regular
158228934,gnis:ST_alpha,NC,regular
158228934,gnis:ST_num,37,regular
158228934,gnis:id,1004918,regular
158228934,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158228934,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158228934,name,Phoenician Woods,regular
158228934,place,hamlet,regular
158233784,ele,52,regular
158233784,gnis:Class,Populated Place,regular
158233784,gnis:County,Cumberland,regular
158233784,gnis:County_num,51,regular
158233784,gnis:ST_alpha,NC,regular
158233784,gnis:ST_num,37,regular
158233784,gnis:id,1004915,regular
158233784,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158233784,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158233784,name,Woodfield,regular
158233784,place,hamlet,regular
158237928,ele,68,regular
158237928,gnis:Class,Populated Place,regular
158237928,gnis:County,Cumberland,regular
158237928,gnis:County_num,51,regular
158237928,gnis:ST_alpha,NC,regular
158237928,gnis:ST_num,37,regular
158237928,gnis:id,1004870,regular
158237928,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158237928,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158237928,name,Glenhaven,regular
158237928,place,hamlet,regular
158264806,ele,58,regular
158264806,gnis:Class,Populated Place,regular
158264806,gnis:County,Cumberland,regular
158264806,gnis:County_num,51,regular
158264806,gnis:ST_alpha,NC,regular
158264806,gnis:ST_num,37,regular
158264806,gnis:id,1004868,regular
158264806,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158264806,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158264806,name,Chestnut Hills,regular
158264806,place,hamlet,regular
158264806,wikidata,Q5093960,regular
158266072,ele,77,regular
158266072,gnis:Class,Populated Place,regular
158266072,gnis:County,Cumberland,regular
158266072,gnis:County_num,51,regular
158266072,gnis:ST_alpha,NC,regular
158266072,gnis:ST_num,37,regular
158266072,gnis:id,1019696,regular
158266072,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158266072,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158266072,name,Clifdale,regular
158266072,place,hamlet,regular
158266239,ele,71,regular
158266239,gnis:Class,Populated Place,regular
158266239,gnis:County,Cumberland,regular
158266239,gnis:County_num,51,regular
158266239,gnis:ST_alpha,NC,regular
158266239,gnis:ST_num,37,regular
158266239,gnis:id,1020231,regular
158266239,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158266239,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158266239,name,Fenix,regular
158266239,place,hamlet,regular
158266787,ele,68,regular
158266787,gnis:Class,Populated Place,regular
158266787,gnis:County,Cumberland,regular
158266787,gnis:County_num,51,regular
158266787,gnis:ST_alpha,NC,regular
158266787,gnis:ST_num,37,regular
158266787,gnis:id,1004890,regular
158266787,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158266787,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158266787,name,Westwood,regular
158266787,place,hamlet,regular
158268091,ele,63,regular
158268091,gnis:Class,Populated Place,regular
158268091,gnis:County,Cumberland,regular
158268091,gnis:County_num,51,regular
158268091,gnis:ST_alpha,NC,regular
158268091,gnis:ST_num,37,regular
158268091,gnis:id,1004927,regular
158268091,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158268091,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158268091,name,Edenroc,regular
158268091,place,hamlet,regular
158272885,ele,64,regular
158272885,gnis:Class,Populated Place,regular
158272885,gnis:County,Cumberland,regular
158272885,gnis:County_num,51,regular
158272885,gnis:ST_alpha,NC,regular
158272885,gnis:ST_num,37,regular
158272885,gnis:id,1004914,regular
158272885,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158272885,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158272885,name,Englewood,regular
158272885,place,hamlet,regular
158275384,ele,64,regular
158275384,gnis:Class,Populated Place,regular
158275384,gnis:County,Cumberland,regular
158275384,gnis:County_num,51,regular
158275384,gnis:ST_alpha,NC,regular
158275384,gnis:ST_num,37,regular
158275384,gnis:id,1004899,regular
158275384,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158275384,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158275384,name,Eutaw,regular
158275384,place,hamlet,regular
158279328,ele,67,regular
158279328,gnis:Class,Populated Place,regular
158279328,gnis:County,Cumberland,regular
158279328,gnis:County_num,51,regular
158279328,gnis:ST_alpha,NC,regular
158279328,gnis:ST_num,37,regular
158279328,gnis:id,1004892,regular
158279328,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158279328,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158279328,name,Murray Hills,regular
158279328,place,hamlet,regular
158281035,ele,59,regular
158281035,gnis:Class,Populated Place,regular
158281035,gnis:County,Cumberland,regular
158281035,gnis:County_num,51,regular
158281035,gnis:ST_alpha,NC,regular
158281035,gnis:ST_num,37,regular
158281035,gnis:id,1004855,regular
158281035,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158281035,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158281035,name,Quail Ridge,regular
158281035,place,hamlet,regular
158298840,ele,50,regular
158298840,gnis:Class,Populated Place,regular
158298840,gnis:County,Cumberland,regular
158298840,gnis:County_num,51,regular
158298840,gnis:ST_alpha,NC,regular
158298840,gnis:ST_num,37,regular
158298840,gnis:id,1004956,regular
158298840,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158298840,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158298840,name,Tanglewood Estates,regular
158298840,place,hamlet,regular
158313097,ele,61,regular
158313097,gnis:Class,Populated Place,regular
158313097,gnis:County,Cumberland,regular
158313097,gnis:County_num,51,regular
158313097,gnis:ST_alpha,NC,regular
158313097,gnis:ST_num,37,regular
158313097,gnis:id,1004850,regular
158313097,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158313097,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158313097,name,Shadowlawn,regular
158313097,place,hamlet,regular
158317989,ele,52,regular
158317989,gnis:Class,Populated Place,regular
158317989,gnis:County,Cumberland,regular
158317989,gnis:County_num,51,regular
158317989,gnis:ST_alpha,NC,regular
158317989,gnis:ST_num,37,regular
158317989,gnis:id,1004852,regular
158317989,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158317989,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158317989,name,Arran Lakes West,regular
158317989,place,hamlet,regular
158320769,ele,67,regular
158320769,gnis:Class,Populated Place,regular
158320769,gnis:County,Cumberland,regular
158320769,gnis:County_num,51,regular
158320769,gnis:ST_alpha,NC,regular
158320769,gnis:ST_num,37,regular
158320769,gnis:id,1004888,regular
158320769,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158320769,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158320769,name,Huntington Park,regular
158320769,place,hamlet,regular
158322193,ele,60,regular
158322193,gnis:Class,Populated Place,regular
158322193,gnis:County,Cumberland,regular
158322193,gnis:County_num,51,regular
158322193,gnis:ST_alpha,NC,regular
158322193,gnis:ST_num,37,regular
158322193,gnis:id,1004864,regular
158322193,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158322193,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158322193,name,Waters Edge,regular
158322193,place,hamlet,regular
158336267,ele,72,regular
158336267,gnis:Class,Populated Place,regular
158336267,gnis:County,Cumberland,regular
158336267,gnis:County_num,51,regular
158336267,gnis:ST_alpha,NC,regular
158336267,gnis:ST_num,37,regular
158336267,gnis:id,1004862,regular
158336267,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158336267,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158336267,name,Foxfire,regular
158336267,place,hamlet,regular
158341244,ele,64,regular
158341244,gnis:Class,Populated Place,regular
158341244,gnis:County,Cumberland,regular
158341244,gnis:County_num,51,regular
158341244,gnis:ST_alpha,NC,regular
158341244,gnis:ST_num,37,regular
158341244,gnis:id,1004866,regular
158341244,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158341244,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158341244,name,Mayfair,regular
158341244,place,hamlet,regular
158342092,ele,60,regular
158342092,gnis:Class,Populated Place,regular
158342092,gnis:County,Cumberland,regular
158342092,gnis:County_num,51,regular
158342092,gnis:ST_alpha,NC,regular
158342092,gnis:ST_num,37,regular
158342092,gnis:id,1004877,regular
158342092,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158342092,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158342092,name,Bordeaux,regular
158342092,place,hamlet,regular
158346018,ele,51,regular
158346018,gnis:Class,Populated Place,regular
158346018,gnis:County,Cumberland,regular
158346018,gnis:County_num,51,regular
158346018,gnis:ST_alpha,NC,regular
158346018,gnis:ST_num,37,regular
158346018,gnis:id,1004917,regular
158346018,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158346018,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158346018,name,Dogwood Acres,regular
158346018,place,hamlet,regular
158355429,ele,57,regular
158355429,gnis:Class,Populated Place,regular
158355429,gnis:County,Cumberland,regular
158355429,gnis:County_num,51,regular
158355429,gnis:ST_alpha,NC,regular
158355429,gnis:ST_num,37,regular
158355429,gnis:id,1004928,regular
158355429,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158355429,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158355429,name,Seabrook Hills,regular
158355429,place,hamlet,regular
158359154,ele,25,regular
158359154,gnis:Class,Populated Place,regular
158359154,gnis:County,Cumberland,regular
158359154,gnis:County_num,51,regular
158359154,gnis:ST_alpha,NC,regular
158359154,gnis:ST_num,37,regular
158359154,gnis:id,1004962,regular
158359154,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158359154,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158359154,name,Hollywood,regular
158359154,place,hamlet,regular
158363796,ele,61,regular
158363796,gnis:Class,Populated Place,regular
158363796,gnis:County,Cumberland,regular
158363796,gnis:County_num,51,regular
158363796,gnis:ST_alpha,NC,regular
158363796,gnis:ST_num,37,regular
158363796,gnis:id,1004861,regular
158363796,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158363796,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158363796,name,The Lakes,regular
158363796,place,hamlet,regular
158380485,ele,63,regular
158380485,gnis:Class,Populated Place,regular
158380485,gnis:County,Cumberland,regular
158380485,gnis:County_num,51,regular
158380485,gnis:ST_alpha,NC,regular
158380485,gnis:ST_num,37,regular
158380485,gnis:id,1004849,regular
158380485,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158380485,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158380485,name,Winter Park,regular
158380485,place,hamlet,regular
158389438,ele,63,regular
158389438,gnis:Class,Populated Place,regular
158389438,gnis:County,Cumberland,regular
158389438,gnis:County_num,51,regular
158389438,gnis:ST_alpha,NC,regular
158389438,gnis:ST_num,37,regular
158389438,gnis:id,1004872,regular
158389438,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158389438,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158389438,name,Emerald Gardens,regular
158389438,place,hamlet,regular
158395468,ele,64,regular
158395468,gnis:Class,Populated Place,regular
158395468,gnis:County,Cumberland,regular
158395468,gnis:County_num,51,regular
158395468,gnis:ST_alpha,NC,regular
158395468,gnis:ST_num,37,regular
158395468,gnis:id,1004883,regular
158395468,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158395468,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158395468,name,Oakdale,regular
158395468,place,hamlet,regular
158405126,ele,61,regular
158405126,gnis:Class,Populated Place,regular
158405126,gnis:County,Cumberland,regular
158405126,gnis:County_num,51,regular
158405126,gnis:ST_alpha,NC,regular
158405126,gnis:ST_num,37,regular
158405126,gnis:id,1004845,regular
158405126,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158405126,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158405126,name,Arran Lakes North,regular
158405126,place,hamlet,regular
158417934,ele,25,regular
158417934,gnis:Class,Populated Place,regular
158417934,gnis:County,Cumberland,regular
158417934,gnis:County_num,51,regular
158417934,gnis:ST_alpha,NC,regular
158417934,gnis:ST_num,37,regular
158417934,gnis:id,1023259,regular
158417934,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158417934,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158417934,name,Williams Village,regular
158417934,place,hamlet,regular
158420319,ele,48,regular
158420319,gnis:Class,Populated Place,regular
158420319,gnis:County,Cumberland,regular
158420319,gnis:County_num,51,regular
158420319,gnis:ST_alpha,NC,regular
158420319,gnis:ST_num,37,regular
158420319,gnis:id,1004895,regular
158420319,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158420319,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158420319,name,Lockwood,regular
158420319,place,hamlet,regular
158420556,ele,63,regular
158420556,gnis:Class,Populated Place,regular
158420556,gnis:County,Cumberland,regular
158420556,gnis:County_num,51,regular
158420556,gnis:ST_alpha,NC,regular
158420556,gnis:ST_num,37,regular
158420556,gnis:id,1004857,regular
158420556,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158420556,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158420556,name,Lake Valley,regular
158420556,place,hamlet,regular
158424730,ele,71,regular
158424730,gnis:Class,Populated Place,regular
158424730,gnis:County,Cumberland,regular
158424730,gnis:County_num,51,regular
158424730,gnis:ST_alpha,NC,regular
158424730,gnis:ST_num,37,regular
158424730,gnis:id,1004871,regular
158424730,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158424730,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158424730,name,Hickory Grove,regular
158424730,place,hamlet,regular
158442834,ele,55,regular
158442834,gnis:Class,Populated Place,regular
158442834,gnis:County,Cumberland,regular
158442834,gnis:County_num,51,regular
158442834,gnis:ST_alpha,NC,regular
158442834,gnis:ST_num,37,regular
158442834,gnis:id,1004867,regular
158442834,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158442834,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158442834,name,Hollywood Heights,regular
158442834,place,hamlet,regular
158444598,ele,61,regular
158444598,gnis:Class,Populated Place,regular
158444598,gnis:County,Cumberland,regular
158444598,gnis:County_num,51,regular
158444598,gnis:ST_alpha,NC,regular
158444598,gnis:ST_num,37,regular
158444598,gnis:id,1004900,regular
158444598,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158444598,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158444598,name,Greenwood Homes,regular
158444598,place,hamlet,regular
158454572,ele,59,regular
158454572,gnis:Class,Populated Place,regular
158454572,gnis:County,Cumberland,regular
158454572,gnis:County_num,51,regular
158454572,gnis:ST_alpha,NC,regular
158454572,gnis:ST_num,37,regular
158454572,gnis:id,1004881,regular
158454572,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158454572,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158454572,name,Evergreen Estates,regular
158454572,place,hamlet,regular
158472048,ele,32,regular
158472048,gnis:Class,Populated Place,regular
158472048,gnis:County,Cumberland,regular
158472048,gnis:County_num,51,regular
158472048,gnis:ST_alpha,NC,regular
158472048,gnis:ST_num,37,regular
158472048,gnis:id,1004961,regular
158472048,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158472048,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158472048,name,Cade Hill,regular
158472048,place,hamlet,regular
158473454,ele,62,regular
158473454,gnis:Class,Populated Place,regular
158473454,gnis:County,Cumberland,regular
158473454,gnis:County_num,51,regular
158473454,gnis:ST_alpha,NC,regular
158473454,gnis:ST_num,37,regular
158473454,gnis:id,1004873,regular
158473454,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158473454,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158473454,name,Bluesprings Woods,regular
158473454,place,hamlet,regular
158485084,ele,64,regular
158485084,gnis:Class,Populated Place,regular
158485084,gnis:County,Cumberland,regular
158485084,gnis:County_num,51,regular
158485084,gnis:ST_alpha,NC,regular
158485084,gnis:ST_num,37,regular
158485084,gnis:id,1004847,regular
158485084,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158485084,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158485084,name,Arran Hills,regular
158485084,place,hamlet,regular
158488170,ele,71,regular
158488170,gnis:Class,Populated Place,regular
158488170,gnis:County,Cumberland,regular
158488170,gnis:County_num,51,regular
158488170,gnis:ST_alpha,NC,regular
158488170,gnis:ST_num,37,regular
158488170,gnis:id,1004875,regular
158488170,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158488170,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158488170,name,Loch Lommond,regular
158488170,place,hamlet,regular
158498051,ele,63,regular
158498051,gnis:Class,Populated Place,regular
158498051,gnis:County,Cumberland,regular
158498051,gnis:County_num,51,regular
158498051,gnis:ST_alpha,NC,regular
158498051,gnis:ST_num,37,regular
158498051,gnis:id,1004860,regular
158498051,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158498051,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158498051,name,The Oaks,regular
158498051,place,hamlet,regular
158500356,ele,71,regular
158500356,gnis:Class,Populated Place,regular
158500356,gnis:County,Cumberland,regular
158500356,gnis:County_num,51,regular
158500356,gnis:ST_alpha,NC,regular
158500356,gnis:ST_num,37,regular
158500356,gnis:id,1024935,regular
158500356,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158500356,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158500356,name,Howard Acres,regular
158500356,place,hamlet,regular
158500463,ele,68,regular
158500463,gnis:Class,Populated Place,regular
158500463,gnis:County,Cumberland,regular
158500463,gnis:County_num,51,regular
158500463,gnis:ST_alpha,NC,regular
158500463,gnis:ST_num,37,regular
158500463,gnis:id,1004887,regular
158500463,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158500463,is_in,"Cumberland,North Carolina,N.C.,NC,USA",regular
158500463,name,Summertime,regular
158500463,place,hamlet,regular
